21,0,0,1,0,1,3,45,0,7,0,0,570,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,6,1,0,1,0,0,0,1,5,0,0,368,1,7,0,0,0,0,0,12,3,0,0,1,0,0,0,0,0,2,4,0,1,0,0,0,1,1,2,0,4,0,0,1,0,0,0,0,0,1,0,0
0,0,3,120,5,0,0,0,7,1,4,3,0,0,612,0,1,0,1,0,0,2,0,2,0,4,1,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,2,2,0
0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,244,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
0,4,0,1,2,0,1,0,2,0,0,2,0,0,0,0,409,0,0,0,0,1,0,3,4,6,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0
7,1,0,6,0,0,6,1,0,3,0,6,0,0,0,0,4,662,1,1,0,0,3,1,1,17,0,0,1,0,0,15,16,0,0,0,0,0,1,0,0,1,0,0,0,0,1,8,0,7,7,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,3,6,7,0,0,0,6,0,0,23,1,1,2,1,0,0,13,978,3,5,2,24,30,19,6,5,5,0,0,10,3,0,2,0,0,0,2,0,15,15,7,1,7,2,11,13,0,9,22,1,0,0
0,3,6,0,1,1,1,0,7,0,0,1,0,0,0,0,2,0,1,4,436,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,2,2,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,463,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1,0
0,3,6,0,0,0,24,0,5,3,0,0,0,3,0,4,3,4,8,3,0,84,750,0,0,9,2,0,1,0,0,9,5,0,0,0,0,0,0,0,1,1,0,0,0,0,9,2,0,0,3,0,0,0
0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,0,0,0,431,13,5,2,6,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,9,4,0,0,0
0,0,5,5,3,0,0,0,1,4,0,16,0,0,0,0,0,2,1,29,0,1,0,39,745,11,0,1,1,0,0,6,0,0,1,1,1,0,0,1,0,9,1,2,1,2,3,1,0,18,13,0,2,1
0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,356,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0
0,1,1,0,3,0,0,0,7,1,0,1,0,0,0,0,0,0,3,5,2,1,0,0,1,9,476,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,427,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,1,0,1,1,0,0,1,227,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,428,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0
0,2,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,0,34,430,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0
0,0,1,5,1,0,0,0,2,1,0,0,1,1,2,0,0,0,0,5,0,2,0,0,0,9,1,0,0,0,0,0,0,629,31,4,10,10,12,25,2,0,0,0,1,0,1,1,0,0,0,0,4,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,401,0,0,2,0,8,0,0,0,3,1,1,1,0,0,0,2,0,0,0
0,0,4,2,5,0,0,0,7,2,3,1,1,0,0,0,0,0,6,9,0,0,1,1,5,11,1,0,0,0,0,0,0,7,1,756,14,2,1,5,2,1,1,5,3,1,1,5,0,0,0,0,3,2
3,2,3,21,6,4,1,3,17,17,12,1,5,1,8,0,2,0,13,10,0,6,0,4,51,5,3,0,5,0,0,3,0,109,34,128,1017,9,18,22,0,2,3,1,14,5,15,0,4,0,1,10,29,17
0,0,0,6,52,1,0,0,1,0,0,0,0,0,2,1,0,0,0,4,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,4,0,346,3,0,2,2,1,0,0,5,0,1,0,0,0,0,9,4
3,0,1,16,4,0,1,1,1,1,1,3,5,0,7,0,0,2,0,0,0,1,1,4,0,11,0,0,0,0,0,3,1,6,7,1,1,2,545,2,3,2,1,0,0,1,5,0,5,0,1,0,13,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,0,0,0,0,436,0,0,0,0,4,0,0,0,0,0,3,0,0,0
0,1,2,2,15,0,5,0,1,0,0,1,0,0,0,7,0,1,1,13,0,5,2,2,0,11,1,0,2,0,0,5,2,2,0,0,0,0,0,2,623,2,5,0,1,0,5,9,0,2,0,0,0,0
0,2,2,0,5,0,0,0,1,0,0,2,0,0,0,1,5,0,0,11,0,1,0,6,1,10,0,0,1,0,0,13,2,0,0,0,0,0,0,0,0,366,0,0,0,0,5,3,0,22,0,0,0,0
0,0,0,3,0,0,2,0,1,0,3,0,0,3,0,0,0,0,2,1,0,2,0,1,0,0,0,1,3,0,0,0,1,0,4,0,0,0,0,0,0,0,440,0,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,1,483,4,1,7,0,1,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,0,0
0,3,1,2,20,0,0,1,13,0,0,3,0,0,0,0,0,0,1,4,0,3,0,0,1,23,10,0,0,0,0,1,0,0,1,0,1,2,0,5,7,1,0,2,0,351,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,401,0,0,0,0,0,0,0
0,0,0,1,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,499,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,4,0,217,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,435,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,140,0,0
0,3,7,54,14,2,0,0,10,1,2,1,1,1,27,0,2,0,4,1,0,13,0,3,11,9,2,0,1,0,0,8,0,18,52,5,32,33,25,19,2,1,4,8,4,4,33,0,7,0,5,0,895,12
1,0,0,4,0,0,0,0,3,4,1,0,0,1,0,0,0,0,6,0,0,8,0,0,4,0,0,0,0,0,0,2,1,0,3,2,3,1,0,6,0,0,1,3,1,0,1,0,0,0,0,0,2,574
